name,address,source,category,price_range,year,notes,lat,lng,opening_hours
Ban Leong Wah Hoe,"122 Casuarina Road, Singapore 579510",EatBook,Restaurant,$$,2025,Best Zi Char,1.3766256530886,103.828113274381,"Tue-Sun 11:30am to 2pm, 4:30pm to 10:30pm, Mon 3:30pm to 10:30pm"
Chuan Kee Seafood,"Lorong 7 Toa Payoh, #01-264, Sing Hiap Huat Coffee Shop, Singapore 310019",EatBook,Restaurant,$$,2025,Best Zi Char,1.33528228598942,103.856504185339,Daily 12pm to 10:30pm
Hua Yu Wee Seafood Restaurant,"462 Upper East Coast Road, Singapore 466508",EatBook,Restaurant,$$$,2025,Best Zi Char,1.31461076311334,103.941588707429,Daily 5pm to 11pm
George Town Tze Char and Craft Beer,"81 Boat Quay, Singapore 049869",EatBook,Restaurant,$$$,2025,Best Zi Char,1.2884323407382,103.849143324756,Daily 12pm to 3am
Por Kee Eating House 1996,"69 Seng Poh Lane, #01-02, Singapore 160069",EatBook,Restaurant,$$,2025,Best Zi Char,1.28414816852897,103.832785763648,"Tue-Sun 11am to 2:30pm, 5pm to 10:45pm"
Rasa Istimewa Waterfront Restaurant,,EatBook,Restaurant,$$$,2025,Best Zi Char,,,
Zhenyi Veggie Place,"128 Ang Mo Kio Avenue 3, #01-1853, Singapore 560128",EatBook,Restaurant,$$,2025,Best Zi Char,1.37083202800001,103.843546990613,Daily 10am to 10pm
Jiak Modern Tzechar @ Hillv2,"4 Hillview Rise, #02-04, Singapore 667979",EatBook,Cafe,$$$,2025,Best Zi Char,1.36267450828024,103.76417292006,Daily 11:30am to 9:30pm
FPC Seafood,"267 Tampines Street 21, #01-47, Singapore 520267",EatBook,,$$,2025,Best Zi Char,1.35134562943881,103.949091351711,Thurs-Tue 11am to 8pm
Chui Xiang Kitchen,"126 Casuarina Road, Singapore 579514",EatBook,Restaurant,$$$,2025,Best Zi Char,1.37676797470104,103.828105095636,"Daily 10am to 2:30pm, 5pm to 9:30pm"
Yang Ming Seafood,,EatBook,Restaurant,$$$,2025,Best Zi Char,,,
